record_id,db_id,NLQ,NLQ_colloquial,MQL,mql_signature,mql_skeleton_signature,mql_skeleton_summary,stage_count,operator_count,complexity_score
229501,superhero,Cross hero attribute scores with power-family membership by publisher and alignment; return up to 8 groups.,"Show up to 8 superhero groups that combine attributes, powers, publisher, and alignment.","db.hero_dossiers.aggregate([{""$project"":{""hero"":""$profile.hero_name.value"",""publisher"":""$universe.publisher.name.value"",""alignment"":""$universe.alignment.name.value"",""attributes"":{""$objectToArray"":{""$ifNull"":[""$ability_matrix.attributes_by_name"",{}]}},""power_families"":{""$objectToArray"":{""$ifNull"":[""$powers.powers_by_family"",{}]}}}},{""$unwind"":""$attributes""},{""$unwind"":""$power_families""},{""$addFields"":{""attribute_value"":{""$ifNull"":[{""$arrayElemAt"":[""$attributes.v.observations.value"",0]},{""$arrayElemAt"":[""$attributes.v.observations.score.value"",0]}]}}},{""$match"":{""attribute_value"":{""$gte"":40}}},{""$group"":{""_id"":{""publisher"":""$publisher"",""alignment"":""$alignment"",""attribute"":""$attributes.k"",""power_family"":""$power_families.k""},""hero_count"":{""$sum"":1},""avg_attribute"":{""$avg"":""$attribute_value""},""power_total"":{""$sum"":""$power_families.v.power_count""}}},{""$project"":{""_id"":0,""publisher"":""$_id.publisher"",""alignment"":""$_id.alignment"",""attribute"":""$_id.attribute"",""power_family"":""$_id.power_family"",""hero_count"":1,""avg_attribute"":1,""power_total"":1}},{""$sort"":{""hero_count"":-1}},{""$limit"":8}])",sha256:a7494e16a1f329e89a557a74b2bb05bdd57a57c276cdb72bdf1ca4abb33904b7,sha256:f1f51214548094f17baedd7d5eb377bcba2e5eb1f24e3e9c3e83dae195219254,$project>$unwind>$unwind>$addFields>$match>$group>$project>$sort>$limit,9,13,18.1
244785,thrombosis_prediction,"Aggregate thrombosis event evidence codes by risk group, diagnosis group, event type, and thrombosis state; return up to 8 evidence groups.",Show up to 8 clinical event evidence-code groups.,"db.patient_clinical_profiles.aggregate([{""$unwind"":""$timeline.events""},{""$project"":{""patient_id"":""$identity.patient_id"",""sex"":""$identity.sex.value"",""risk_group"":""$risk_profile.risk_group"",""diagnosis_group"":""$diagnosis.diagnosis_group"",""event_type"":""$timeline.events.event_type"",""thrombosis_state"":""$timeline.events.thrombosis.state"",""evidence"":{""$objectToArray"":{""$ifNull"":[""$timeline.events.evidence_by_code"",{}]}}}},{""$unwind"":""$evidence""},{""$match"":{""evidence.v.presence_state"":""present""}},{""$group"":{""_id"":{""risk_group"":""$risk_group"",""diagnosis_group"":""$diagnosis_group"",""event_type"":""$event_type"",""thrombosis_state"":""$thrombosis_state"",""code"":""$evidence.k""},""evidence_count"":{""$sum"":1},""numeric_values"":{""$push"":""$evidence.v.value""}}},{""$project"":{""_id"":0,""risk_group"":""$_id.risk_group"",""diagnosis_group"":""$_id.diagnosis_group"",""event_type"":""$_id.event_type"",""thrombosis_state"":""$_id.thrombosis_state"",""evidence_code"":""$_id.code"",""evidence_count"":1,""sample_values"":{""$slice"":[""$numeric_values"",5]}}},{""$sort"":{""evidence_count"":-1}},{""$limit"":8}])",sha256:1c21780a74587b1622aafba095a79850e8ae12c0acb4dd0a0df4c401767e4f93,sha256:48445c745e516c6f0701010d9f1d5cc0dc91165ee93362381d0cdd3e59f73901,$unwind>$project>$unwind>$match>$group>$project>$sort>$limit,8,11,16.4
291860,superhero,Summarize publisher universes by alignment and power-family membership density; return up to 9 rows.,Give me up to 9 publisher/alignment/power-family density rows.,"db.publisher_universes.aggregate([{""$project"":{""publisher"":""$publisher.name.value"",""hero_count"":""$publisher.hero_count"",""alignments"":{""$objectToArray"":{""$ifNull"":[""$alignment_buckets_by_name"",{}]}},""powers"":{""$objectToArray"":{""$ifNull"":[""$power_families_by_bucket"",{}]}}}},{""$unwind"":""$alignments""},{""$unwind"":""$powers""},{""$project"":{""publisher"":1,""alignment"":""$alignments.k"",""power_family"":""$powers.k"",""alignment_heroes"":{""$size"":{""$ifNull"":[""$alignments.v.heroes"",[]]}},""power_heroes"":{""$size"":{""$ifNull"":[""$powers.v.heroes"",[]]}}}},{""$match"":{""alignment_heroes"":{""$gte"":1},""power_heroes"":{""$gte"":1}}},{""$sort"":{""alignment_heroes"":-1,""power_heroes"":-1}},{""$limit"":9}])",sha256:0b6bb0a332fcd3f0996d693cb4d47861512962330b9f4d9d437e122cd7e9324e,sha256:190a7a2b2e72103d0695b5d1037bce98620ba9158f53f6de04dafaa6553fa3f3,$project>$unwind>$unwind>$project>$match>$sort>$limit,7,9,13.45
298561,toxicology,Find carcinogenic molecules where a halogen atom is directly bonded to carbon; return up to 8 atom-level evidence rows.,"Show up to 8 carcinogenic molecule atoms where chlorine, bromine, fluorine, or iodine touches carbon.","db.molecule_graphs.aggregate([{""$project"":{""_id"":0,""molecule_id"":""$identity.molecule_id"",""label"":""$assay.label.interpretation"",""elements"":{""$objectToArray"":{""$ifNull"":[""$chemistry.elements_by_symbol"",{}]}}}},{""$unwind"":""$elements""},{""$match"":{""elements.k"":{""$in"":[""cl"",""br"",""f"",""i""]},""label"":""carcinogenic""}},{""$unwind"":""$elements.v.atoms""},{""$unwind"":""$elements.v.atoms.neighbors""},{""$match"":{""elements.v.atoms.neighbors.atom.element"":""c""}},{""$project"":{""molecule_id"":1,""label"":1,""halogen"":""$elements.k"",""atom_id"":""$elements.v.atoms.atom_id"",""carbon_neighbor"":""$elements.v.atoms.neighbors.atom_id""}},{""$sort"":{""molecule_id"":1,""halogen"":1,""atom_id"":1}},{""$limit"":8}])",sha256:2d00257156806d6153f251a3a4716e4ae1582a326b0b1900aa15dcbc2ff705d8,sha256:e194fa2b5d63de0a5cc2443300245babc841c6c6967037e5df149044b6fe7257,$project>$unwind>$match>$unwind>$unwind>$match>$project>$sort>$limit,9,8,16.35
314163,toxicology,Find carcinogenic molecules where a halogen atom is directly bonded to carbon; return up to 24 atom-level evidence rows.,"Show up to 24 carcinogenic molecule atoms where chlorine, bromine, fluorine, or iodine touches carbon.","db.molecule_graphs.aggregate([{""$project"":{""_id"":0,""molecule_id"":""$identity.molecule_id"",""label"":""$assay.label.interpretation"",""elements"":{""$objectToArray"":{""$ifNull"":[""$chemistry.elements_by_symbol"",{}]}}}},{""$unwind"":""$elements""},{""$match"":{""elements.k"":{""$in"":[""cl"",""br"",""f"",""i""]},""label"":""carcinogenic""}},{""$unwind"":""$elements.v.atoms""},{""$unwind"":""$elements.v.atoms.neighbors""},{""$match"":{""elements.v.atoms.neighbors.atom.element"":""c""}},{""$project"":{""molecule_id"":1,""label"":1,""halogen"":""$elements.k"",""atom_id"":""$elements.v.atoms.atom_id"",""carbon_neighbor"":""$elements.v.atoms.neighbors.atom_id""}},{""$sort"":{""molecule_id"":1,""halogen"":1,""atom_id"":1}},{""$limit"":24}])",sha256:0e3af898bb15e57eee1fa814981ebab40b5fa355a4799983214d9896f1114fba,sha256:e194fa2b5d63de0a5cc2443300245babc841c6c6967037e5df149044b6fe7257,$project>$unwind>$match>$unwind>$unwind>$match>$project>$sort>$limit,9,8,16.35
362579,european_football_2,"Summarize home lineup players with overall rating at least 70 by league, season, role, and rating year; return up to 27 groups.",Give me up to 27 lineup-rating groups from home squads.,"db.match_documents.aggregate([{""$unwind"":""$lineups.home.players""},{""$project"":{""league"":""$competition.league.name"",""season"":""$competition.season"",""team"":""$teams.home.long_name"",""role"":""$lineups.home.players.role"",""player"":""$lineups.home.players.player.name"",""ratings"":{""$objectToArray"":{""$ifNull"":[""$lineups.home.players.rating_by_season"",{}]}}}},{""$unwind"":""$ratings""},{""$match"":{""ratings.v.overall_rating"":{""$gte"":70}}},{""$group"":{""_id"":{""league"":""$league"",""season"":""$season"",""role"":""$role"",""rating_year"":""$ratings.k""},""player_match_count"":{""$sum"":1},""avg_rating"":{""$avg"":""$ratings.v.overall_rating""},""avg_potential"":{""$avg"":""$ratings.v.potential""}}},{""$project"":{""_id"":0,""league"":""$_id.league"",""season"":""$_id.season"",""role"":""$_id.role"",""rating_year"":""$_id.rating_year"",""player_match_count"":1,""avg_rating"":1,""avg_potential"":1}},{""$sort"":{""player_match_count"":-1}},{""$limit"":27}])",sha256:57dd9755d68afc2e24f75d3675b52279374c4469efa610cc71d792dc9127e6b1,sha256:b5643a909c1f6841b870bd7cf71318d663d8b7d6a0f4668f9a4d7118679adcb3,$unwind>$project>$unwind>$match>$group>$project>$sort>$limit,8,11,16.4
378735,california_schools,Find district grade spans with multiple active charter schools and high average FRPM; return up to 11 groups.,List up to 11 district grade spans where active charter schools cluster with high FRPM.,"db.district_rollups.aggregate([{""$project"":{""_id"":0,""county"":""$district_identity.county"",""district"":""$district_identity.district"",""spans"":{""$objectToArray"":{""$ifNull"":[""$schools_by_grade_span"",{}]}}}},{""$unwind"":""$spans""},{""$unwind"":""$spans.v""},{""$match"":{""spans.v.status"":""Active"",""spans.v.program_tags"":""charter"",""spans.v.frpm.frpm_pct_k12"":{""$ne"":null}}},{""$group"":{""_id"":{""county"":""$county"",""district"":""$district"",""grade_span"":""$spans.k""},""charter_school_count"":{""$sum"":1},""avg_frpm_pct"":{""$avg"":""$spans.v.frpm.frpm_pct_k12""},""schools"":{""$addToSet"":""$spans.v.school""}}},{""$match"":{""charter_school_count"":{""$gte"":2},""avg_frpm_pct"":{""$gte"":0.45}}},{""$project"":{""_id"":0,""county"":""$_id.county"",""district"":""$_id.district"",""grade_span"":""$_id.grade_span"",""charter_school_count"":1,""avg_frpm_pct"":{""$round"":[""$avg_frpm_pct"",3]},""schools"":{""$slice"":[""$schools"",5]}}},{""$sort"":{""charter_school_count"":-1,""avg_frpm_pct"":-1}},{""$limit"":11}])",sha256:e16f44c6c954e082d47ee17113da071e358462420360675f199819c94ce4bb1b,sha256:c88f0ad51a63c9f0019800ce2413ecafaf442652009ec26b50bb02be898c497a,$project>$unwind>$unwind>$match>$group>$match>$project>$sort>$limit,9,15,18.8
383559,superhero,"For each publisher_universes document, inspect the dynamic keys under query_views.alignment_power_matrix_by_alignment and keep entries where shape-preserving filter keeps dynamic keys ['bad', 'unknown_alignment'] under query_views.alignment_power_matrix_by_alignment with context bucketed by publisher.name.value, returning up to 25 documents.","Show up to 25 publisher_universes rows where query_views.alignment_power_matrix_by_alignment has shape-preserving filter keeps dynamic keys ['bad', 'unknown_alignment'] under query_views.alignment_power_matrix_by_alignment with context bucketed by publisher.name.value.","db.publisher_universes.aggregate([{""$unwind"":""$query_views""},{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$publisher.name.value"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":{""$filter"":{""as"":""entry"",""cond"":{""$in"":[""$$entry.k"",[""bad"",""unknown_alignment""]]},""input"":{""$objectToArray"":{""$ifNull"":[""$query_views.alignment_power_matrix_by_alignment"",{}]}}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_matching_dynamic_entries""},0]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":1}},{""$sort"":{""_id"":1}},{""$limit"":25}])",sha256:29beb25632b637826c162713b94bcf268f0939a29909a90f1f4daf0d614290b2,sha256:8818be0712ee70c2726f9782731f9b7abc811939de4874188d1ecb00c9f517b3,$unwind>$addFields>$project>$match>$project>$sort>$limit,7,13,14.4
399684,superhero,"For each superhero power and alignment, count heroes and measure full-name completeness; return up to 13 groups.",Show up to 13 powers with many aligned heroes and name-completeness evidence.,"db.ability_catalog.aggregate([{""$match"":{""catalog_type"":""power""}},{""$project"":{""power_id"":""$power.power_id"",""power"":""$power.name.value"",""family"":""$power.family"",""alignments"":{""$objectToArray"":{""$ifNull"":[""$heroes_by_alignment"",{}]}}}},{""$unwind"":""$alignments""},{""$unwind"":""$alignments.v.heroes""},{""$group"":{""_id"":{""power"":""$power"",""family"":""$family"",""alignment"":""$alignments.k""},""hero_count"":{""$sum"":1},""full_name_present"":{""$sum"":{""$cond"":[{""$eq"":[""$alignments.v.heroes.full_name.presence_state"",""present""]},1,0]}}}},{""$match"":{""hero_count"":{""$gte"":10}}},{""$project"":{""_id"":0,""power"":""$_id.power"",""family"":""$_id.family"",""alignment"":""$_id.alignment"",""hero_count"":1,""full_name_present"":1,""full_name_present_ratio"":{""$divide"":[""$full_name_present"",""$hero_count""]}}},{""$sort"":{""hero_count"":-1}},{""$limit"":13}])",sha256:5bad055d07f76bcce344db6e204a018bbab5e9b3c77ca46cead3c69168928540,sha256:0ce845d1a4fc2f6a9fcc3edba34b28b7c10fefa61828dd36ff4047d8f60f5afd,$match>$project>$unwind>$unwind>$group>$match>$project>$sort>$limit,9,13,18.1
419731,california_schools,Find district grade spans with high FRPM share and low SAT readiness; return up to 24 equity-gap rows.,Show up to 24 district grade spans where meal-program burden is high and SAT readiness is low.,"db.district_rollups.aggregate([{""$unwind"":""$panel_views""},{""$match"":{""panel_views.panel"":""district_grade_span_equity""}},{""$project"":{""_id"":0,""district_key"":""$district_identity.district_key"",""county"":""$district_identity.county"",""district"":""$district_identity.district"",""spans"":{""$objectToArray"":{""$ifNull"":[""$panel_views.metrics_by_grade_span"",{}]}}}},{""$unwind"":""$spans""},{""$match"":{""spans.k"":{""$in"":[""9-12"",""K-12"",""K-8""]},""spans.v.frpm.frpm_pct_k12"":{""$gte"":0.65},""spans.v.sat.ge_1500_rate"":{""$lte"":0.45},""spans.v.active_school_count"":{""$gte"":3}}},{""$project"":{""district_key"":1,""county"":1,""district"":1,""grade_span"":""$spans.k"",""active_school_count"":""$spans.v.active_school_count"",""frpm_pct"":""$spans.v.frpm.frpm_pct_k12"",""sat_ge_1500_rate"":""$spans.v.sat.ge_1500_rate"",""tested"":""$spans.v.sat.tested""}},{""$sort"":{""frpm_pct"":-1,""sat_ge_1500_rate"":1}},{""$limit"":24}])",sha256:57e4db33ee136783ad8a41a6f0d1528535ee89e02fdd456b0351b3e10d0d1adf,sha256:dc2c8d003ed86324df58516e009dd0cf18af68a7a8fd041b6aedc00355fb73ca,$unwind>$match>$project>$unwind>$match>$project>$sort>$limit,8,10,14.8
458389,toxicology,"For each molecule_graphs document, inspect the dynamic keys under chemistry.elements_by_symbol and keep entries where dynamic key 'y' has atom_count at least 1 with context bucketed by chemistry.component_presence.bonds, returning up to 25 documents.",Show up to 25 molecule_graphs rows where chemistry.elements_by_symbol has dynamic key 'y' has atom_count at least 1 with context bucketed by chemistry.component_presence.bonds.,"db.molecule_graphs.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$chemistry.component_presence.bonds"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$chemistry.elements_by_symbol"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""y"",""native_dynamic_entries.v.atom_count"":{""$gte"":1}}},{""$project"":{""_id"":1,""atom_count"":""$native_dynamic_entries.v.atom_count"",""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k""}},{""$sort"":{""_id"":1,""atom_count"":-1}},{""$limit"":25}])",sha256:4dca905a75c537784ae7339b156fbc42305001314b8a9f0a8d84b3c23d9f09d2,sha256:1359a6593095a878bce889bae48df683d44295ab5d53e76c671e2270343e8c87,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,9,12.2
461327,european_football_2,"Aggregate bookmaker odds by league, season, bookmaker, and final result for matches with at least two goals; return up to 17 groups.",Show up to 17 football betting-market groups connected to actual score outcomes.,"db.match_documents.aggregate([{""$project"":{""league"":""$competition.league.name"",""country"":""$competition.country.name"",""season"":""$competition.season"",""result"":""$scoreline.status_bucket"",""goal_total"":""$scoreline.goal_total"",""books"":{""$objectToArray"":{""$ifNull"":[""$betting_market.bookmakers_by_code"",{}]}}}},{""$unwind"":""$books""},{""$match"":{""books.v.state"":""present"",""goal_total"":{""$gte"":2}}},{""$group"":{""_id"":{""country"":""$country"",""league"":""$league"",""season"":""$season"",""bookmaker"":""$books.k"",""result"":""$result""},""match_count"":{""$sum"":1},""avg_home_odds"":{""$avg"":""$books.v.home""},""avg_draw_odds"":{""$avg"":""$books.v.draw""},""avg_away_odds"":{""$avg"":""$books.v.away""}}},{""$project"":{""_id"":0,""country"":""$_id.country"",""league"":""$_id.league"",""season"":""$_id.season"",""bookmaker"":""$_id.bookmaker"",""result"":""$_id.result"",""match_count"":1,""avg_home_odds"":1,""avg_draw_odds"":1,""avg_away_odds"":1}},{""$sort"":{""match_count"":-1}},{""$limit"":17}])",sha256:139bf78d66339c6ee325082ad4f691c7ae184cf142a465ffb604b504857a4b20,sha256:40a2796a75da2b5e89c15f18b9f5e98b02d93f41280a356dd0672d817d3868fc,$project>$unwind>$match>$group>$project>$sort>$limit,7,11,14.15
489193,codebase_community,"For each community_threads document, inspect the dynamic keys under taxonomy.tags_by_name and keep entries where at least 1 dynamic keys exist under taxonomy.tags_by_name with context bucketed by link_graph.accepted_answer_snapshot.state, returning up to 100 documents.",Show up to 100 community_threads rows where taxonomy.tags_by_name has at least 1 dynamic keys exist under taxonomy.tags_by_name with context bucketed by link_graph.accepted_answer_snapshot.state.,"db.community_threads.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$link_graph.accepted_answer_snapshot.state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$taxonomy.tags_by_name"",{}]}},""native_dynamic_key_count"":{""$size"":{""$objectToArray"":{""$ifNull"":[""$taxonomy.tags_by_name"",{}]}}}}},{""$match"":{""native_dynamic_key_count"":{""$gte"":1}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries.k"":1,""native_dynamic_key_count"":1}},{""$sort"":{""_id"":1,""native_dynamic_key_count"":-1}},{""$limit"":100}])",sha256:69f029cbc5c9b73f97fd0de45e56adb8c709567364e164e8de0bdd63692d832a,sha256:ee7f51d8601ec36881734932895dabbb79eb3a8d1bafa03ee975742ed1856ab8,$addFields>$project>$match>$project>$sort>$limit,6,9,9.95
489348,superhero,"For each publisher_universes document, inspect the dynamic keys under query_views.alignment_power_matrix_by_alignment and keep entries where dynamic key 'bad' has power_families_by_bucket.mental.members.power_id at least 17 with context bucketed by publisher.name.value, returning up to 25 documents.",Show up to 25 publisher_universes rows where query_views.alignment_power_matrix_by_alignment has dynamic key 'bad' has power_families_by_bucket.mental.members.power_id at least 17 with context bucketed by publisher.name.value.,"db.publisher_universes.aggregate([{""$unwind"":""$query_views""},{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$publisher.name.value"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$query_views.alignment_power_matrix_by_alignment"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""bad"",""native_dynamic_entries.v.power_families_by_bucket.mental.members.power_id"":{""$gte"":17}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""power_families_by_bucket.mental.members.power_id"":""$native_dynamic_entries.v.power_families_by_bucket.mental.members.power_id""}},{""$sort"":{""_id"":1,""power_families_by_bucket.mental.members.power_id"":-1}},{""$limit"":25}])",sha256:b62b5f4489880050c290d1610dbdbd96e7fe8120f650d4bf01784e6d38f61642,sha256:25baaa43bac835b1db2150ed23e134050d38c8ee4bd9f6ee13414745201471e4,$unwind>$addFields>$project>$unwind>$match>$project>$sort>$limit,8,9,14.45
494285,thrombosis_prediction,"For each patient_clinical_profiles document, inspect the dynamic keys under timeline.lab_panels_by_year and keep entries where count dynamic timeline.lab_panels_by_year keys whose panels.measurements_by_code.GOT.value reaches 15 with context bucketed by risk_profile.measurement_group_state_buckets.blood_count_panel.observed around 48, returning up to 50 documents.",Show up to 50 patient_clinical_profiles rows where timeline.lab_panels_by_year has count dynamic timeline.lab_panels_by_year keys whose panels.measurements_by_code.GOT.value reaches 15 with context bucketed by risk_profile.measurement_group_state_buckets.blood_count_panel.observed around 48.,"db.patient_clinical_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$risk_profile.measurement_group_state_buckets.blood_count_panel.observed"",48]},""risk_profile.measurement_group_state_buckets.blood_count_panel.observed>= 48"",""risk_profile.measurement_group_state_buckets.blood_count_panel.observed< 48""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$timeline.lab_panels_by_year"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""above_threshold"":{""$sum"":{""$cond"":[{""$gte"":[""$native_dynamic_entries.v.panels.measurements_by_code.GOT.value"",15]},1,0]}},""observed"":{""$sum"":1}}},{""$sort"":{""_id"":1,""above_threshold"":-1,""observed"":-1}},{""$limit"":50}])",sha256:43e8deb2278c4a2951b4a0a64757761249dad25ab40a31ac0b31f688eecc88d3,sha256:f1d9212824995962ac444dad3685ddaabc664aa5072ec776df4b75c5925a7a98,$addFields>$project>$unwind>$group>$sort>$limit,6,11,13.15
541019,formula_1,Find point-scoring Formula 1 drivers with at least two pit stops and return up to 22 high-burden race entries.,Show up to 22 drivers who still scored despite multiple pit stops.,"db.race_weekends_v2.aggregate([{""$unwind"":""$sessions.race.entries""},{""$addFields"":{""pit_count"":{""$size"":{""$ifNull"":[""$sessions.race.entries.pit_stops"",[]]}},""pit_total_ms"":{""$sum"":{""$map"":{""input"":{""$ifNull"":[""$sessions.race.entries.pit_stops"",[]]},""as"":""p"",""in"":{""$ifNull"":[""$$p.duration_ms"",0]}}}}}},{""$match"":{""pit_count"":{""$gte"":2},""sessions.race.entries.finish.points"":{""$gt"":0}}},{""$project"":{""_id"":0,""season"":""$calendar.season_year"",""race"":""$calendar.race_name"",""driver"":""$sessions.race.entries.driver.name.display"",""constructor"":""$sessions.race.entries.constructor.name"",""finish_position"":""$sessions.race.entries.finish.position_order"",""points"":""$sessions.race.entries.finish.points"",""pit_count"":1,""pit_total_ms"":1}},{""$sort"":{""pit_count"":-1,""points"":-1}},{""$limit"":22}])",sha256:38d9bba1edc4fadefa22245810732af38e69c23641f00d90699d0e00ca2128ec,sha256:6f1991926f7fecf9c4e373c32c28dc7a94487c30fef9f5aa34e902224c56f0d7,$unwind>$addFields>$match>$project>$sort>$limit,6,12,12.25
543053,student_club,"Find high-attendance events whose budget categories are at least 85 percent spent, including officer attendance; return up to 12 rows.",Show up to 12 busy events where a budget category is almost burned down and officers attended.,"db.club_event_plans_v2.aggregate([{""$project"":{""_id"":0,""event_id"":""$event.event_id"",""event_name"":""$event.name"",""event_type"":""$event.type"",""status"":""$event.status"",""attendee_count"":""$attendance.attendee_count"",""budget_entries"":{""$objectToArray"":{""$ifNull"":[""$budget_by_category"",{}]}},""role_entries"":{""$objectToArray"":{""$ifNull"":[""$attendance.participation_by_role"",{}]}}}},{""$unwind"":""$budget_entries""},{""$addFields"":{""spent_ratio"":{""$cond"":[{""$gt"":[""$budget_entries.v.amount_total"",0]},{""$divide"":[""$budget_entries.v.spent_total"",""$budget_entries.v.amount_total""]},null]},""officer_attendees"":{""$sum"":{""$map"":{""input"":""$role_entries"",""as"":""r"",""in"":{""$cond"":[{""$in"":[""$$r.k"",[""President"",""Vice President"",""Treasurer"",""Secretary""]]},""$$r.v.attendee_count"",0]}}}}}},{""$match"":{""spent_ratio"":{""$gte"":0.85},""attendee_count"":{""$gte"":10}}},{""$project"":{""event_id"":1,""event_name"":1,""event_type"":1,""status"":1,""attendee_count"":1,""officer_attendees"":1,""category"":""$budget_entries.k"",""allocated"":""$budget_entries.v.amount_total"",""spent"":""$budget_entries.v.spent_total"",""spent_ratio"":{""$round"":[""$spent_ratio"",3]}}},{""$sort"":{""spent_ratio"":-1,""attendee_count"":-1}},{""$limit"":12}])",sha256:6d83386a75119fc231dc1aa0ac29b007b68f089187a9368f5eb51ee8f1017d8e,sha256:3ee6b17ab6f5e41ea99c337dcfd5a7a8cf5742d7d09d1af6c37804f1ac217753,$project>$unwind>$addFields>$match>$project>$sort>$limit,7,16,15.45
564928,codebase_community,Cross thread tags with vote types and accepted-answer state; return up to 8 high-vote tag/status groups.,Show up to 8 tag and vote-type combinations with the strongest community signal.,"db.community_threads.aggregate([{""$project"":{""status"":""$question.status_bucket"",""accepted"":""$link_graph.accepted_answer_snapshot.state"",""tags"":{""$objectToArray"":{""$ifNull"":[""$taxonomy.tags_by_name"",{}]}},""votes"":{""$objectToArray"":{""$ifNull"":[""$votes.by_type"",{}]}}}},{""$unwind"":""$tags""},{""$unwind"":""$votes""},{""$group"":{""_id"":{""tag"":""$tags.k"",""vote_type"":""$votes.k"",""status"":""$status"",""accepted"":""$accepted""},""thread_count"":{""$sum"":1},""vote_total"":{""$sum"":""$votes.v.count""}}},{""$match"":{""thread_count"":{""$gte"":2}}},{""$project"":{""_id"":0,""tag"":""$_id.tag"",""vote_type"":""$_id.vote_type"",""question_status"":""$_id.status"",""accepted_state"":""$_id.accepted"",""thread_count"":1,""vote_total"":1}},{""$sort"":{""vote_total"":-1}},{""$limit"":8}])",sha256:7e266a8e0c6e70f8dca5504e7ec41cbb35fc7affce4f988c4ddb9dd50a3520b7,sha256:0329eeb5206953e8a387d8fb01533eb7f807fd1348a88ea575542eb9327c52f5,$project>$unwind>$unwind>$group>$match>$project>$sort>$limit,8,10,16.05
575395,card_games,Cross card legality status by format with localization languages; return up to 8 format-language groups.,Show up to 8 card legality and translation combinations with the most prints.,"db.card_print_dossiers.aggregate([{""$project"":{""card"":""$print_identity.name"",""set"":""$print_identity.set"",""formats"":{""$objectToArray"":{""$ifNull"":[""$legality.by_format"",{}]}},""languages"":{""$objectToArray"":{""$ifNull"":[""$localization.translations_by_language"",{}]}}}},{""$unwind"":""$formats""},{""$unwind"":""$languages""},{""$match"":{""formats.v.latest_status"":{""$in"":[""Legal"",""Restricted"",""Banned""]}}},{""$group"":{""_id"":{""format"":""$formats.k"",""status"":""$formats.v.latest_status"",""language"":""$languages.k""},""print_count"":{""$sum"":1},""sets"":{""$addToSet"":""$set""}}},{""$project"":{""_id"":0,""format"":""$_id.format"",""status"":""$_id.status"",""language"":""$_id.language"",""print_count"":1,""set_count"":{""$size"":""$sets""}}},{""$sort"":{""print_count"":-1}},{""$limit"":8}])",sha256:bd9d460153543afa4889333449f6279456f78136b63c1519cd3dd981ea49b3d3,sha256:e80098cd0e7e9943e8a3ed8c6bcf956de7116ac339d73ac6d000a6f9d51b3b91,$project>$unwind>$unwind>$match>$group>$project>$sort>$limit,8,12,16.75
